date,ticker,open,high,low,close,volume
2009-01-02,AAPL,2.5708546809995343,2.7253218296157646,2.5493014785852086,2.716639757156372,746015200
2009-01-02,AMGN,39.33259887344182,39.66154646545845,38.768690544898995,39.60112762451172,6547900
2009-01-02,AMZN,2.567500114440918,2.7265000343322754,2.553499937057495,2.7179999351501465,145928000
2009-01-02,AXP,14.193531917904956,14.919642115665129,14.063596454869007,14.774419784545898,10955700
2009-01-02,BA,32.10340552666425,34.17362677463901,32.08840359167005,33.94110107421875,7010200
2009-01-02,CAT,28.739918328738728,30.064603752294577,28.611928891818334,30.019807815551758,7117200
2009-01-02,CRM,7.908884597136695,8.426288850890076,7.798012659850448,8.381939888000488,4069200
2009-01-02,CSCO,10.56088666039119,10.940589573190234,10.457916503784782,10.914846420288086,40980600
2009-01-02,CVX,37.31803897895841,38.8614360299588,36.99126030211405,38.46929931640625,13695900
2009-01-02,DIS,19.147702862101927,20.216138325873754,18.928967929033234,20.12359619140625,9796600
2009-01-02,GS,62.31508063469648,64.98509586427323,60.957829494566965,64.34725952148438,14088500
2009-01-02,HD,15.058590736871462,15.78965421697858,14.986789514764734,15.750489234924316,14902500
2009-01-02,HON,19.93373489375514,21.09598172139704,19.68554713049041,20.980968475341797,5687783
2009-01-02,IBM,44.67220241203766,46.64248660941209,44.67220241203766,46.525333404541016,7905877
2009-01-02,JNJ,36.162466111655284,36.68568757070398,35.50693488132973,36.475196838378906,11638900
2009-01-02,JPM,20.46801557202259,20.763321228512332,19.99552451896426,20.573013305664062,32494900
2009-01-02,KO,13.318570680030053,13.494586579081,13.212960692966766,13.465250968933107,16355800
2009-01-02,MCD,38.70320561038143,39.7889776690128,38.59152576585012,39.5532112121582,8652700
2009-01-02,MMM,28.685494818630126,29.6026343745073,28.670540381055403,29.502944946289062,6355424
2009-01-02,MRK,15.975295316616164,16.32144486924095,15.89662639332851,16.258508682250977,12793355
2009-01-02,MSFT,14.228548970880738,14.862385221352602,14.111981352642335,14.811387062072754,50084000
2009-01-02,NKE,10.081105731580282,10.605441486532811,9.954473711588522,10.49859619140625,12028800
2009-01-02,NVDA,0.18496135637627473,0.2010050910996356,0.1842737765274479,0.19962991774082184,497124000
2009-01-02,PG,37.04214193704416,37.81072742613489,36.663856182455845,37.708648681640625,11135700
2009-01-02,SHW,16.279996242709725,16.337109246055242,16.04338500653363,16.315353393554688,4731600
2009-01-02,TRV,30.189936077999846,30.623508884995516,29.436190030405026,30.149915695190426,3279700
2009-01-02,UNH,20.63855434108829,21.426992352662882,20.514877732435746,21.326505661010742,4885900
2009-01-02,V,11.669028690095356,11.843226416237755,11.519087291170397,11.783690452575684,13199200
2009-01-02,VZ,12.857008100173035,13.098170176845203,12.64222118589228,13.052952766418457,14848985
2009-01-02,WMT,13.042278562596769,13.398739715139998,12.995681732291468,13.321855545043945,48164400
2009-01-05,AAPL,2.7890839088079318,2.87918941100634,2.7753130969393482,2.8312926292419434,1181608400
2009-01-05,AMGN,39.75553715439231,40.04420471191406,38.936526636690544,40.04420471191406,10940100
2009-01-05,AMZN,2.7864999771118164,2.7869999408721924,2.6514999866485596,2.703000068664551,190196000
2009-01-05,AXP,14.67506078173203,15.46995911774788,14.522194988195473,15.248305320739746,16019200
2009-01-05,BA,34.12861272583719,35.11121777065838,33.60355657317453,34.63116455078125,6917400
2009-01-05,CAT,30.013395998132445,30.154182118605647,29.315856442625318,29.4886417388916,11098700
2009-01-05,CRM,8.261210680947427,8.46078098337003,8.133091578884493,8.216861724853516,7444800
2009-01-05,CSCO,10.844055290286683,11.13365839771207,10.779698635025118,11.011382102966309,45480200
2009-01-05,CVX,38.2883091028291,39.39935327292486,38.077157434518234,38.539676666259766,16954500
2009-01-05,DIS,19.778674834428458,20.190905631856715,19.593592110469547,19.770261764526367,11675100
2009-01-05,GS,63.64266139886088,67.45484238071415,63.383078191631476,65.84542083740234,15996700
2009-01-05,HD,15.678689896978334,16.24004096772023,15.54161494418583,16.12907600402832,22570900
2009-01-05,HON,20.86594641404542,20.99306755663844,20.58143878101808,20.871999740600586,7773459
2009-01-05,IBM,46.019448827713084,46.68508626482388,45.891650349427685,46.23245620727539,8698222
2009-01-05,JNJ,36.3368799616146,36.54737303577063,35.699392288435185,36.11436080932617,15540000
2009-01-05,JPM,20.166143393441267,20.192393449100546,19.083353630926894,19.194913864135742,44069400
2009-01-05,KO,13.368439421159618,13.462314702346706,13.254028992155456,13.330302238464355,20237200
2009-01-05,MCD,39.24921376176896,39.6090717518621,39.0196505693174,39.43534851074219,7692900
2009-01-05,MMM,29.303567670768963,29.453102958210348,28.964625415815785,29.159019470214844,4507485
2009-01-05,MRK,16.494515497887242,16.604654059514516,15.886132509966489,16.012004852294922,15686988
2009-01-05,MSFT,14.716678571786813,15.059095827348939,14.614680848533295,14.949813842773438,61475200
2009-01-05,NKE,10.411537437559868,10.639079896377442,10.348221419500216,10.573784828186035,12913200
2009-01-05,NVDA,0.19733792749139706,0.20788095351033642,0.19596275434232263,0.20329703390598297,705736000
2009-01-05,PG,37.42043690337148,37.49249101892115,36.98210407372589,37.43844985961914,14322800
2009-01-05,SHW,16.116816623787308,16.31807384307863,16.02434801591512,16.274559020996094,4879200
2009-01-05,TRV,29.856439511618536,30.023198004867044,28.88257052173509,29.703022003173828,5171400
2009-01-05,UNH,21.179629628888488,21.38833436519066,20.53032698773117,20.978654861450195,8518900
2009-01-05,V,11.686661175921904,12.193818002118233,11.686661175921904,11.867473602294922,16600000
2009-01-05,VZ,12.69874103205386,12.69874103205386,11.99786137753475,12.23902416229248,36096596
